REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
CHL,Chile,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CHN,China,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
COL,Colombia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
COG,Congo,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CRI,Costa Rica,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 3.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CIV,Côte d'Ivoire,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
HRV,Croatia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CUB,Cuba,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
CZE,Czechia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PRK,Democratic People's Republic of Korea,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
COD,Democratic Republic of the Congo,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
DNK,Denmark,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
DJI,Djibouti,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
DOM,Dominican Republic,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ECU,Ecuador,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
EGY,Egypt,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
SLV,El Salvador,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GNQ,Equatorial Guinea,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 5.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ERI,Eritrea,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
EST,Estonia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low,Value: 1.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
SWZ,Eswatini,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ETH,Ethiopia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
FIN,Finland,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
FRA,France,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GAB,Gabon,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GMB,Gambia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GEO,Georgia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
DEU,Germany,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GHA,Ghana,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GRC,Greece,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GTM,Guatemala,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GIN,Guinea,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GNB,Guinea-Bissau,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
GUY,Guyana,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
HTI,Haiti,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 5.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
HND,Honduras,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
HUN,Hungary,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 5.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ISL,Iceland,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
IND,India,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
IDN,Indonesia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
IRN,Iran (Islamic Republic of),CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low,Value: 1.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
IRQ,Iraq,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
IRL,Ireland,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 3.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ISR,Israel,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ITA,Italy,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
JPN,Japan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
JOR,Jordan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 5.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
KAZ,Kazakhstan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
KEN,Kenya,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
KWT,Kuwait,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
KGZ,Kyrgyzstan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LAO,Lao People's Democratic Republic,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LVA,Latvia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LBN,Lebanon,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LSO,Lesotho,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LBR,Liberia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LBY,Libya,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LTU,Lithuania,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
LUX,Luxembourg,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MDG,Madagascar,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MWI,Malawi,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MYS,Malaysia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MLI,Mali,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MLT,Malta,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MRT,Mauritania,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MEX,Mexico,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MNG,Mongolia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MNE,Montenegro,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MAR,Morocco,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 6.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MOZ,Mozambique,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MMR,Myanmar,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NAM,Namibia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NPL,Nepal,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NLD,Netherlands (Kingdom of the),CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NZL,New Zealand,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 3.8,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NIC,Nicaragua,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 5.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NER,Niger,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NGA,Nigeria,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MKD,North Macedonia,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.6,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
NOR,Norway,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
OMN,Oman,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 5.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PAK,Pakistan,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PAN,Panama,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,High,Value: 5.5,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PNG,Papua New Guinea,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 10,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PRY,Paraguay,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PER,Peru,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.7,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PHL,Philippines,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 9.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
POL,Poland,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
PRT,Portugal,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
QAT,Qatar,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.1,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
KOR,Republic of Korea,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
MDA,Republic of Moldova,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Low-Medium,Value: 2.4,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
ROU,Romania,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 4.2,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
RUS,Russian Federation,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Medium-High,Value: 3.9,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
RWA,Rwanda,CCRI_CHLD_NUTRITION,Child nutrition,,,IDX,Index,2020,Extremely High,Value: 7.3,"UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME)",,
